X,Y,featuretype,descripton,class,facility_name,facility_operationalstatus,abs_suburb,facility_state,facility_date,facility_revised
145.995258604,-36.0208971769999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YARRAWONGA POLICE STATION,OPERATIONAL,YARRAWONGA,Victoria,,2018/05/15 00:00:00+00
145.426723994,-37.2105229109999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YEA POLICE STATION,OPERATIONAL,YEA,Victoria,,2018/05/15 00:00:00+00
143.592672222,-38.338120859,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,COLAC POLICE STATION,OPERATIONAL,COLAC,Victoria,,2018/05/15 00:00:00+00
141.2825942,-37.921707795,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DARTMOOR POLICE STATION,OPERATIONAL,DARTMOOR,Victoria,,2018/05/15 00:00:00+00
146.321589131,-39.030770404,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TIDAL RIVER POLICE STATION,OPERATIONAL,WILSONS PROMONTORY,Victoria,,2018/05/15 00:00:00+00
105.57539,-10.471291,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - CT - CHRISTMAS ISLAND - DETENTION CENTRE,OPERATIONAL,CHRISTMAS ISLAND,Other Territory,,2018/08/16 00:00:00+00
105.673951,-10.418603,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - CT - CHRISTMAS ISLAND - POLICE STATION,OPERATIONAL,CHRISTMAS ISLAND,Other Territory,,2018/08/16 00:00:00+00
96.830719,-12.189521,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - CT - COCOS ISLAND - POLICE STATION,OPERATIONAL,WEST ISLAND,Other Territory,,2018/08/16 00:00:00+00
148.007551744,-40.9575435039999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GLADSTONE POLICE STATION,OPERATIONAL,GLADSTONE,Tasmania,2002/08/20 00:00:00+00,2014/12/12 00:00:00+00
147.281603282,-42.8337588909999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GLENORCHY POLICE STATION,OPERATIONAL,GLENORCHY,Tasmania,2014/09/09 00:00:00+00,2014/12/12 00:00:00+00
146.830364353,-42.5605888229999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HAMILTON POLICE STATION,OPERATIONAL,HAMILTON,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.327945,-42.880085,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - TAS - HOBART OFFICE,OPERATIONAL,HOBART,Tasmania,,2018/08/16 00:00:00+00
147.328516628,-42.87963452,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HOBART - CITY POLICE STATION,OPERATIONAL,HOBART,Tasmania,1999/08/23 00:00:00+00,2014/12/12 00:00:00+00
147.050265671,-43.031175343,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HUONVILLE POLICE STATION,OPERATIONAL,HUONVILLE,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.20084581,-42.5320260999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KEMPTON POLICE STATION,OPERATIONAL,KEMPTON,Tasmania,1999/09/15 00:00:00+00,2014/12/12 00:00:00+00
147.310893644,-42.975931658,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KINGSTON POLICE STATION,OPERATIONAL,KINGSTON,Tasmania,2002/10/02 00:00:00+00,2014/12/12 00:00:00+00
148.242807996,-40.212845344,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LADY BARRON POLICE STATION,OPERATIONAL,LADY BARRON,Tasmania,2003/09/03 00:00:00+00,2014/12/12 00:00:00+00
146.412858879,-41.2351649839999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LATROBE POLICE STATION,OPERATIONAL,LATROBE,Tasmania,2002/02/26 00:00:00+00,2014/12/12 00:00:00+00
147.135938035,-41.435595097,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAUNCESTON POLICE STATION,OPERATIONAL,LAUNCESTON,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.215009041,-41.253996566,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LILYDALE POLICE STATION,OPERATIONAL,LILYDALE,Tasmania,2004/06/07 00:00:00+00,2014/12/12 00:00:00+00
147.118512486,-41.593387945,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LONGFORD POLICE STATION,OPERATIONAL,LONGFORD,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
146.624717405,-42.756953225,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MAYDENA POLICE STATION,OPERATIONAL,MAYDENA,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
147.067239686,-42.779657538,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NEW NORFOLK POLICE STATION,OPERATIONAL,NEW NORFOLK,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
147.127208271,-41.3865883,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NEWNHAM POLICE STATION,OPERATIONAL,NEWNHAM,Tasmania,2002/02/27 00:00:00+00,2014/12/12 00:00:00+00
147.743769419,-43.095702762,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NUBEENA POLICE STATION,OPERATIONAL,NUBEENA,Tasmania,2002/09/10 00:00:00+00,2014/12/12 00:00:00+00
147.373789558,-42.298993665,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,OATLANDS POLICE STATION,OPERATIONAL,OATLANDS,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.872026938,-42.561151818,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ORFORD POLICE STATION,OPERATIONAL,ORFORD,Tasmania,2002/10/31 00:00:00+00,2014/12/12 00:00:00+00
146.072406501,-41.114185456,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PENGUIN POLICE STATION,OPERATIONAL,PENGUIN,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.175750074,-41.577993202,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PERTH POLICE STATION,OPERATIONAL,PERTH,Tasmania,1999/11/01 00:00:00+00,2014/12/12 00:00:00+00
145.556268859,-42.080432301,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,QUEENSTOWN POLICE STATION,OPERATIONAL,QUEENSTOWN,Tasmania,2005/11/01 00:00:00+00,2014/12/12 00:00:00+00
146.422286922,-41.346376881,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RAILTON POLICE STATION,OPERATIONAL,RAILTON,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
147.175450343,-41.4181390109999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RAVENSWOOD POLICE STATION,OPERATIONAL,RAVENSWOOD,Tasmania,2005/05/17 00:00:00+00,2014/12/12 00:00:00+00
147.439146385,-42.735980094,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RICHMOND POLICE STATION,OPERATIONAL,RICHMOND,Tasmania,2005/06/10 00:00:00+00,2014/12/12 00:00:00+00
147.734873002,-41.2415887019999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RINGAROOMA POLICE STATION,OPERATIONAL,RINGAROOMA,Tasmania,2002/01/11 00:00:00+00,2014/12/12 00:00:00+00
147.350797836,-42.8105312939999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RISDON VALE POLICE STATION,OPERATIONAL,RISDON VALE,Tasmania,2009/10/01 00:00:00+00,2014/12/12 00:00:00+00
147.45387701,-42.906515134,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLARENCE PLAINS POLICE STATION,OPERATIONAL,ROKEBY,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
145.539093241,-41.779597038,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROSEBERY POLICE STATION,OPERATIONAL,ROSEBERY,Tasmania,1999/09/21 00:00:00+00,2014/12/12 00:00:00+00
147.369959851,-42.8643256889999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELLERIVE POLICE STATION,OPERATIONAL,ROSNY PARK,Tasmania,2002/08/07 00:00:00+00,2014/12/12 00:00:00+00
147.51673836,-41.159580419,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SCOTTSDALE POLICE STATION,OPERATIONAL,SCOTTSDALE,Tasmania,1999/08/06 00:00:00+00,2014/12/12 00:00:00+00
146.540318059,-41.1601458329999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT SORELL POLICE STATION,OPERATIONAL,SHEARWATER,Tasmania,2001/07/23 00:00:00+00,2014/12/12 00:00:00+00
146.898524564,-42.7091570869999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BUSHY PARK POLICE STATION,OPERATIONAL,BUSHY PARK,Tasmania,2004/04/19 00:00:00+00,2014/12/12 00:00:00+00
147.493755353,-41.9294001279999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMPBELL TOWN POLICE STATION,OPERATIONAL,CAMPBELL TOWN,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.254962337,-42.7905889579999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CLAREMONT POLICE STATION,OPERATIONAL,CLAREMONT,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.07995425,-41.6862838549999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CRESSY POLICE STATION,OPERATIONAL,CRESSY,Tasmania,2002/12/12 00:00:00+00,2014/12/12 00:00:00+00
143.85234226,-39.9296702619999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CURRIE POLICE STATION,OPERATIONAL,CURRIE,Tasmania,2002/12/12 00:00:00+00,2014/12/12 00:00:00+00
147.074165432,-43.157245154,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CYGNET POLICE STATION,OPERATIONAL,CYGNET,Tasmania,2002/02/22 00:00:00+00,2014/12/12 00:00:00+00
146.659807797,-41.524054732,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DELORAINE POLICE STATION,OPERATIONAL,DELORAINE,Tasmania,2002/12/12 00:00:00+00,2014/12/12 00:00:00+00
147.795077528,-41.141183747,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DERBY POLICE STATION,OPERATIONAL,DERBY,Tasmania,2002/12/12 00:00:00+00,2014/12/12 00:00:00+00
146.323002418,-41.3812091089999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SHEFFIELD POLICE STATION,OPERATIONAL,SHEFFIELD,Tasmania,2002/08/22 00:00:00+00,2014/12/12 00:00:00+00
145.124737445,-40.841448955,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SMITHTON POLICE STATION,OPERATIONAL,SMITHTON,Tasmania,2002/02/20 00:00:00+00,2014/12/12 00:00:00+00
145.833584692,-41.0419751589999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SOMERSET POLICE STATION,OPERATIONAL,SOMERSET,Tasmania,2003/12/09 00:00:00+00,2014/12/12 00:00:00+00
147.562937093,-42.784716282,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SORELL POLICE STATION,OPERATIONAL,SORELL,Tasmania,2005/06/10 00:00:00+00,2014/12/12 00:00:00+00
148.247845977,-41.3260667169999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ST HELENS POLICE STATION,OPERATIONAL,ST HELENS,Tasmania,1999/08/03 00:00:00+00,2014/12/12 00:00:00+00
147.201966271,-41.459572151,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ST LEONARDS POLICE STATION,OPERATIONAL,ST LEONARDS,Tasmania,1999/08/03 00:00:00+00,2014/12/12 00:00:00+00
148.185499892,-41.580590824,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ST MARYS POLICE STATION,OPERATIONAL,ST MARYS,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
145.294927279,-40.759209782,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,STANLEY POLICE STATION,OPERATIONAL,STANLEY,Tasmania,2003/12/18 00:00:00+00,2014/12/12 00:00:00+00
146.360521923,-41.183207405,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DEVONPORT POLICE STATION,OPERATIONAL,DEVONPORT,Tasmania,2013/09/26 00:00:00+00,2014/12/12 00:00:00+00
147.015810675,-43.312687449,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DOVER POLICE STATION,OPERATIONAL,DOVER,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
147.810268544,-42.887278817,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DUNALLEY POLICE STATION,OPERATIONAL,DUNALLEY,Tasmania,2002/12/12 00:00:00+00,2014/12/12 00:00:00+00
147.2490539,-41.570334427,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EVANDALE POLICE STATION,OPERATIONAL,EVANDALE,Tasmania,2002/12/12 00:00:00+00,2014/12/12 00:00:00+00
146.951745232,-41.299272727,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EXETER POLICE STATION,OPERATIONAL,EXETER,Tasmania,1999/08/03 00:00:00+00,2014/12/12 00:00:00+00
147.963953655,-41.641757823,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FINGAL POLICE STATION,OPERATIONAL,FINGAL,Tasmania,2004/04/30 00:00:00+00,2014/12/12 00:00:00+00
146.92863909,-43.16388054,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GEEVESTON POLICE STATION,OPERATIONAL,GEEVESTON,Tasmania,2009/02/23 00:00:00+00,2014/12/12 00:00:00+00
146.824726056,-41.106756897,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GEORGE TOWN POLICE STATION,OPERATIONAL,GEORGE TOWN,Tasmania,2003/05/12 00:00:00+00,2014/12/12 00:00:00+00
147.798519,-33.1066089999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOGAN GATE POLICE STATION,OPERATIONAL,BOGAN GATE,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.359948,-28.604842,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOGGABILLA POLICE STATION,OPERATIONAL,BOGGABILLA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.044745,-30.705276,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOGGABRI POLICE STATION,OPERATIONAL,BOGGABRI,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.240959,-36.911919,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOMBALA POLICE STATION,OPERATIONAL,BOMBALA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
152.622886,-28.7368349999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BONALBO POLICE STATION,OPERATIONAL,BONALBO,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.273867,-33.890118,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BONDI POLICE STATION,OPERATIONAL,BONDI BEACH,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.579447,-28.725048,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOOMI POLICE STATION,OPERATIONAL,BOOMI,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
148.715791,-34.4392829999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOOROWA POLICE STATION,OPERATIONAL,BOOROWA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
145.33818167,-41.886900447,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ZEEHAN POLICE STATION,OPERATIONAL,ZEEHAN,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
146.667496177,-41.898391249,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LIAWENEE POLICE STATION,OPERATIONAL,LIAWENEE,Tasmania,2010/10/27 00:00:00+00,2014/12/12 00:00:00+00
145.53240295,-41.44731888,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARATAH POLICE STATION,OPERATIONAL,WARATAH,Tasmania,1999/09/15 00:00:00+00,2014/12/12 00:00:00+00
148.774097,-35.9948669999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ADAMINABY POLICE STATION,OPERATIONAL,ADAMINABY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
148.065385,-35.3104749999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ADELONG POLICE STATION,OPERATIONAL,ADELONG,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
146.918086,-36.079629,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ALBURY POLICE STATION,OPERATIONAL,ALBURY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
153.436364,-28.8380769999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ALSTONVILLE POLICE STATION,OPERATIONAL,ALSTONVILLE,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
147.21858,-34.346853,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ARIAH PARK POLICE STATION,OPERATIONAL,ARIAH PARK,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.667259,-30.512579,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ARMIDALE POLICE STATION,OPERATIONAL,ARMIDALE,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.130231,-33.890791,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ASHFIELD POLICE STATION,OPERATIONAL,ASHFIELD,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.095093,-29.320484,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ASHFORD POLICE STATION,OPERATIONAL,ASHFORD,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.033533,-33.852855,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AUBURN POLICE STATION,OPERATIONAL,AUBURN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.931743,-34.306979,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AUSTINMER POLICE STATION,OPERATIONAL,AUSTINMER,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
153.56411,-28.8723239999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLINA POLICE STATION,OPERATIONAL,BALLINA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.177237,-33.8565359999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALMAIN POLICE STATION,OPERATIONAL,BALMAIN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
143.565148,-34.641447,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALRANALD POLICE STATION,OPERATIONAL,BALRANALD,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
153.527897,-28.6856139999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BANGALOW POLICE STATION,OPERATIONAL,BANGALOW,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.030899,-33.9168079999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BANKSTOWN POLICE STATION,OPERATIONAL,BANKSTOWN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.06684,-30.946992,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BARADINE POLICE STATION,OPERATIONAL,BARADINE,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
146.570254,-34.285926,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BARELLAN POLICE STATION,OPERATIONAL,BARELLAN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
144.129058,-35.627622,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BARHAM POLICE STATION,OPERATIONAL,BARHAM,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
147.386841,-34.143468,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BARMEDMAN POLICE STATION,OPERATIONAL,BARMEDMAN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
145.688784,-35.914121,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BAROOGA POLICE STATION,OPERATIONAL,BAROOGA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.612304,-30.3789009999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BARRABA POLICE STATION,OPERATIONAL,BARRABA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.998366,-33.892011,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BASS HILL POLICE STATION,OPERATIONAL,BASS HILL,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
